도서명,저자명,출판사명,출간일,분야,정가,쪽수,월
설민석의 책 읽어드립니다,설민석,단꿈아이,20200518,인문,15000,212,7
더 리치(The Rich)(양장본 HardCover),키스 캐머런 스미스,비즈니스북스,20200617,자기계발,15800,240,7
여행의 이유,김영하,문학동네,20190417,시/에세이,13500,216,7
허영만의 주식 타짜,허영만,가디언,20200622,경제/경영,27000,772,7
다시 보는 5만 년의 역사,타밈 안사리,커넥팅,20200708,역사/문화,20000,548,7
맛있게 살 빠지는 고단백 저탄수화물 다이어트 레시피,미니 박지우,비에이블,20200528,요리,17500,276,7
기록의 쓸모,이승희,북스톤,20200521,경제/경영,15000,272,7
12가지 인생의 법칙(30만부 기념 리커버 에디션),조던 B. 피터슨,메이븐,20181030,인문,16800,552,7
당근 유치원(양장본 HardCover),안녕달,창비,20200522,유아(0~7세),13000,48,7
언어의 온도(170만부 기념 에디션),이기주,말글터,20160819,시/에세이,13800,308,7
귀멸의 칼날. 19,고토게 코요하루,학산문화사,20200725,만화,5000,192,7
지식 편의점: 생각하는 인간 편(지적인 현대인을 위한),이시한,흐름출판,20200701,인문,16000,310,7
악몽을 먹고 자란 소년(사이코지만 괜찮아 특별 동화 1)(양장본 HardCover),조용,위즈덤하우스,20200718,소설,12000,16,7
아홉 살 마음 사전,박성우,창비,20170310,어린이(초등),11000,168,7
주식 공부 5일 완성(마흔 살에 시작하는),박민수,한국경제신문i,20180928,경제/경영,18000,336,7
놓지 마 과학!. 14: 정신이 바이러스에 정신 놓다,신태훈,위즈덤하우스,20200724,어린이(초등),12000,192,7
수상한 화장실(북멘토 가치동화 38),박현숙,북멘토,20200327,어린이(초등),11500,204,7
세계미래보고서 2035-2055,박영숙,교보문고,20200605,경제/경영,22000,592,7
스토너(초판본)(양장본 HardCover),존 윌리엄스,알에이치코리아,20200624,소설,15000,396,7
2050 거주불능 지구,데이비드 월러스 웰즈,추수밭,20200422,정치/사회,19800,424,7
저는 주식투자가 처음인데요: 기본편(2020),강병욱,한빛비즈,20200106,경제/경영,16500,424,7
"1일 1페이지, 세상에서 가장 짧은 교양 수업 365",데이비드 S. 키더,위즈덤하우스,20191030,인문,16000,392,7
뱃살이 쏙 빠지는 식사법,에베 코지,더난출판사,20200625,건강,14000,256,7
한 권으로 끝내는 테마주 투자,박민수,길벗,20200415,경제/경영,22000,468,7
하이큐!!. 42,Haruichi Furudate,대원씨아이,20200701,만화,5000,200,7
하쿠바산장 살인사건(양장본 HardCover),히가시노 게이고,알에이치코리아,20200427,소설,15800,376,7
마음의 결,태희,피어오름,20190508,시/에세이,13800,264,7
에이트(양장본 HardCover),이지성,차이정원,20191021,자기계발,17000,308,7
너에게만 좋은 사람이 되고 싶어(리커버 한정판),유귀선,스튜디오오드리,20191016,시/에세이,13500,244,7
추리 천재 엉덩이 탐정. 9: 세 마리 행운 고양이 사건,트롤,아이세움,20200115,어린이(초등),12000,88,7
제3의 부의 원칙(행동투자학의 최전선에서 밝혀낸),대니얼 크로스비,청림출판,20200710,경제/경영,17000,344,7
못 참는 아이 욱하는 부모,오은영,코리아닷컴,20160515,가정/육아,16800,344,7
선량한 차별주의자,김지혜,창비,20190717,정치/사회,15000,244,7
모순(양장본 HardCover),양귀자,쓰다,20130401,소설,13000,308,7
좀비 아이(사이코지만 괜찮아 특별 동화 2)(양장본 HardCover),조용,위즈덤하우스,20200713,소설,12000,24,7
아내를 모자로 착각한 남자(개정판)(양장본 HardCover),올리버 색스,알마,20160817,과학,18500,396,7
리더라면 정조처럼,김준혁,더봄,20200620,역사/문화,18000,368,7
혼자 공부하는 파이썬,윤인성,한빛미디어,20190610,컴퓨터/IT,18000,460,7
영양의 비밀,프레드 프로벤자,브론스테인,20200610,건강,25800,672,7
해커스 토익 왕기초 RC Reading 리딩(2020),해커스 어학연구소,해커스어학연구소,20200528,외국어,13900,380,7
어리고 아리고 여려서,스미노 요루,소미미디어,20200701,소설,15800,372,7
나를 사랑하는 연습,정영욱,부크럼,20200102,자기계발,14000,266,7
해커스 토익 중급 리딩(Hackers TOEIC Reading)(신토익 Edition)(개정판 3판),David Cho,해커스어학연구소,20200522,외국어,14900,504,7
언제나 길은 있다(양장본 HardCover),오프라 윈프리,한국경제신문,20200604,자기계발,16800,208,7
모든 사람에게 좋은 사람일 필요는 없어,김유은,좋은북스,20190927,시/에세이,13800,286,7
놀부의 부동산 DNA,놀부(정형근),알키,20200630,경제/경영,18000,292,7
해커스 보카(Hackers Vocabulary)(개정판 2판),David Cho,해커스어학연구소,20150701,외국어,16900,366,7
5년 후 나는 어디에 있을 것인가,이용덕,토네이도,20200615,자기계발,17000,328,7
ETS 토익 기출 VOCA 출제기관 공식수험서(개정판),ETS,YBM,20180605,외국어,12900,512,7
나이듦에 관하여,루이즈 애런슨,비잉(Being),20200205,정치/사회,28000,844,7
임신 출산 육아 대백과(2019~2020)(개정판),삼성출판사 편집부,삼성출판사,20190701,가정/육아,18500,410,7
"그리스 로마 신화. 17: 페가수스를 길들인 영웅, 벨레로폰테스(만화로 읽는 초등 인문학)(양장본 HardCover",박시연,아울북,20200617,어린이(초등),12000,196,7
백년운동,정선근,아티잔,20191031,건강,19500,484,7
피프티 피플,정세랑,창비,20161121,소설,14000,396,7
샌프란시스코 이방인,서동주,실크로드,20200724,시/에세이,14500,288,7
내가 죽으면 장례식에 누가 와줄까(너나들이 리커버 에디션),김상현,필름(Feelm),20200116,시/에세이,15000,252,7
나는 당신이 오래오래 걸었으면 좋겠습니다,다나카 나오키,포레스트북스,20180521,건강,13800,196,7
미움받을 용기,기시미 이치로,인플루엔셜,20141117,인문,14900,336,7
나의 문화유산답사기 중국편. 3: 실크로드의 오아시스 도시(양장본 HardCover),유홍준,창비,20200615,역사/문화,20000,432,7
정의란 무엇인가(마이클 샌델),마이클 샌델,와이즈베리,20141120,인문,15000,443,7
Do it! 점프 투 파이썬,박응용,이지스퍼블리싱,20190620,컴퓨터/IT,18800,360,7
부동산 상식사전,백영록,길벗,20190130,경제/경영,17500,580,7
알사탕(그림책이 참 좋아 39)(양장본 HardCover),백희나,책읽는곰,20170325,유아(0~7세),12000,48,7
먹어서 병을 이기는 법,윌리엄 리,흐름출판,20200701,건강,22000,544,7
이상하고 자유로운 할머니가 되고 싶어,무루(박서영),어크로스,20200512,시/에세이,14000,216,7
만원으로 일주일 반찬 만들기,송혜영,길벗,20200609,요리,14400,256,7
오래된 비밀,이서윤,이다미디어,20130228,자기계발,14500,336,7
슈독(Shoe Dog)(양장본 HardCover),필 나이트,사회평론,20161007,경제/경영,22000,552,7
지적 대화를 위한 넓고 얕은 지식. 2,채사장,웨일북(whalebooks),20200205,인문,16000,334,7
백년 허리,정선근,사이언스북스,20151231,건강,17500,340,7
체리새우: 비밀글입니다(문학동네청소년 42),황영미,문학동네,20190128,소설,11500,200,7
이정현의 집밥레스토랑,이정현,서사원,20200429,요리,22000,388,7
전생했더니 슬라임이었던 건에 대하여. 16(S노벨 플러스(S Novel +)),후세,소미미디어,20200715,소설,11000,500,7
페인트(창비청소년문학 89),이희영,창비,20190419,소설,12000,206,7
"돈, 뜨겁게 사랑하고 차갑게 다루어라(코스톨라니 투자총서 1)",앙드레 코스톨라니,미래의창,20150930,경제/경영,12000,304,7
아주 작은 습관의 힘,제임스 클리어,비즈니스북스,20190226,자기계발,16000,360,7
데미안(세계문학전집 44),헤르만 헤세,민음사,20090120,소설,8000,240,7
영단기 토익 기본서 RC(한정판),정재현,에스티유니타스,20200306,외국어,5900,720,7
랜드마크 범인 찾기 추리북(양장본 HardCover),계림북스 편집부,계림,20191020,어린이(초등),16000,64,7
"다 괜찮아요, 천국이 말했다",미치 앨봄,살림,20200622,소설,13800,252,7
사랑한다고 상처를 허락하지 말 것,김달,비에이블,20200417,시/에세이,14500,268,7
플레인 센스,김동현,웨일북(whalebooks),20200601,인문,18500,384,7
돈의 속성(100쇄 기념 에디션),김승호,스노우폭스북스,20200615,경제/경영,16800,283,8
부의 대이동,오건영,페이지2북스,20200723,경제/경영,17000,356,8
한번도 경험해보지 못한 나라,강양구,천년의상상,20200825,정치/사회,17800,340,8
김미경의 리부트,김미경,웅진지식하우스,20200701,자기계발,16000,276,8
트바로티 김호중,김호중,스튜디오오드리,20200814,시/에세이,17000,268,8
더 해빙(The Having)(40만부 기념 리커버 에디션)(양장본 HardCover),이서윤,수오서재,20200301,자기계발,16000,344,8
존리의 부자되기 습관(20만부 기념 리커버 에디션),존 리,지식노마드,20200115,경제/경영,15000,216,8
주식투자 무작정 따라하기(2020)(개정판),윤재수,길벗,20200110,경제/경영,18000,420,8
아몬드(양장본 HardCover),손원평,창비,20170331,소설,12000,263,8
흔한남매. 5(양장본 HardCover),흔한남매 (원작),아이세움,20200629,어린이(초등),12000,172,8
매우 예민한 사람들을 위한 책,전홍진,글항아리,20200723,인문,18000,388,8
죽은 자의 집 청소(양장본 HardCover),김완,김영사,20200530,시/에세이,13800,252,8
살고 싶다는 농담(양장본 HardCover),허지웅,웅진지식하우스,20200812,시/에세이,16000,276,8
성숙한 어른이 갖춰야 할 좋은 심리 습관,류쉬안,다연,20200511,자기계발,15000,280,8
노화의 종말,데이비드 A. 싱클레어,부키,20200730,인문,22000,624,8
기억. 1(양장본 HardCover),베르나르 베르베르,열린책들,20200530,소설,14800,400,8
해커스 토익 기출 보카 TOEIC VOCA(개정판 5판),David Cho,해커스어학연구소,20200305,외국어,12900,566,8
검찰개혁과 촛불시민,조국백서추진위원회,오마이북,20200805,정치/사회,25000,560,8
이토록 공부가 재미있어지는 순간(10만 부 기념 스페셜 에디션),박성혁,다산북스,20200727,시/에세이,15000,348,8
킵고잉(Keep Going),주언규,21세기북스,20200724,경제/경영,17000,252,8
기분이 태도가 되지 않게,레몬심리,갤리온,20200630,자기계발,14000,196,8
인생의 태도(양장본 HardCover),웨인 다이어,더퀘스트,20200619,인문,16000,260,8
애쓰지 않고 편안하게(스노우볼 에디션),김수현,놀,20200514,시/에세이,15000,296,8
"시선으로부터,",정세랑,문학동네,20200605,소설,14000,340,8
초집중,니르 이얄,안드로메디안,20200722,자기계발,16800,324,8
괜찮지 않은데 괜찮은 척했다,글배우,강한별,20200723,시/에세이,13500,192,8
아비투스,도리스 메르틴,다산초당,20200803,인문,18000,367,8
설민석의 한국사 대모험. 14,설민석,아이휴먼,20200708,어린이(초등),12000,200,8
만남은 지겹고 이별은 지쳤다,색과 체,떠오름,20200623,시/에세이,13800,240,8
부의 추월차선,엠제이 드마코,토트,20130820,경제/경영,15000,392,8
정책의 배신,윤희숙,21세기북스,20200303,정치/사회,17000,308,8
해커스 토익 RC 리딩(Reading)(개정판 8판),David Cho,해커스어학연구소,20200302,외국어,18800,800,8
보통의 언어들(나를 숨 쉬게 하는)(양장본 HardCover),김이나,위즈덤하우스,20200527,시/에세이,14500,268,8
무엇을 위해 살죠?(양장본 HardCover),박진영,은행나무,20200815,시/에세이,15000,312,8
세계미래보고서 2035-2055,박영숙,교보문고,20200605,경제/경영,22000,592,8
악몽을 먹고 자란 소년(사이코지만 괜찮아 특별 동화 1)(양장본 HardCover),조용,위즈덤하우스,20200718,소설,12000,16,8
코로나 이후의 세계,제이슨 솅커,미디어숲,20200530,경제/경영,14800,200,8
"파타고니아, 파도가 칠 때는 서핑을",이본 쉬나드,라이팅하우스,20200430,경제/경영,19800,424,8
지적 대화를 위한 넓고 얕은 지식: 제로 편,채사장,웨일북(whalebooks),20191224,인문,19800,556,8
하버드 상위 1퍼센트의 비밀,정주영,한국경제신문,20181017,자기계발,16000,324,8
총 균 쇠,재레드 다이아몬드,문학사상,20051219,역사/문화,28000,751,8
완전학습 바이블,임작가,다산에듀,20200818,가정/육아,17000,324,8
재무제표 모르면 주식투자 절대로 하지마라(스타강사 사경인 회계사의)(개정판),사경인,베가북스,20200110,경제/경영,19800,360,8
설민석의 세계사 대모험. 6,설민석,단꿈아이,20200815,어린이(초등),12000,232,8
나는 왜 네 말이 힘들까,박재연,한빛라이프,20200701,인문,16800,368,8
데미안(리커버 한정판)(초판본)(1919년 오리지널 초판본 패브릭 에디션)(양장본 HardCover),헤르만 헤세,더스토리,20171030,소설,12000,248,8
우리가 빛의 속도로 갈 수 없다면(양장본 HardCover),김초엽,허블,20190624,소설,14000,330,8
사피엔스,유발 하라리,김영사,20151124,인문,22000,636,8
Go Go 카카오프렌즈. 15: 브라질,김미영,아울북,20200722,어린이(초등),12000,176,8
내가 원하는 것을 나도 모를 때,전승환,다산초당,20200108,인문,16000,320,8
해커스 토익 LC 리스닝(Listening)(개정판 8판),David Cho,해커스어학연구소,20200318,외국어,18800,626,8
부의 재편,선대인,토네이도,20200810,경제/경영,18000,368,8
룬샷,사피 바칼,흐름출판,20200427,경제/경영,18000,468,8
"안녕, 앤(더모던 감성클래식 6)(양장본 HardCover)",버지 윌슨,더모던,20200801,소설,16800,624,8
나는 나로 살기로 했다,김수현,마음의숲,20200316,시/에세이,13800,288,8
1cm 다이빙,태수,피카(FIKA),20200121,시/에세이,13500,248,8
나 혼자만 레벨업. 3(만화)(디앤씨웹툰비즈),장성락 (REDICE STUDIO),디앤씨웹툰비즈,20200827,만화,14500,316,8
공간이 만든 공간,유현준,을유문화사,20200501,인문,16500,416,8
부자 아빠 가난한 아빠. 1(20주년 특별 기념판)(개정증보판),로버트 기요사키,민음인,20180222,경제/경영,15800,448,8
30개 도시로 읽는 세계사,조 지무쇼,다산북스,20200706,역사/문화,16800,360,8
어른의 어휘력,유선경,앤의서재,20200815,인문,16500,344,8
백만장자 시크릿,하브 에커,알에이치코리아,20200713,경제/경영,16000,268,8
